ЖК рус,Район Город,Застройщик ЖК,Площадь,Тип Комнатности,Этаж,Срок сдачи,Отделка,SalePrice,Labels
Люблинский парк,Люблино,ПИК,58.8,2,13,2 кв 2024,Есть,12015889,0
Люблинский парк,Люблино,ПИК,32.1,1,10,3 кв 2023,Есть,8143770,4
Люблинский парк,Люблино,ПИК,58.8,2,6,2 кв 2024,Есть,11395440,0
Люблинский парк,Люблино,ПИК,32.0,1,4,2 кв 2024,Есть,7699200,4
Люблинский парк,Люблино,ПИК,33.8,1,23,2 кв 2024,Есть,7601619,4
Люблинский парк,Люблино,ПИК,33.8,1,25,2 кв 2024,Есть,7703019,4
Люблинский парк,Люблино,ПИК,19.7,1,2,2 кв 2024,Есть,5496300,94
Люблинский парк,Люблино,ПИК,35.6,1,23,2 кв 2024,Есть,7611280,4
Люблинский парк,Люблино,ПИК,50.6,2,8,2 кв 2024,Есть,10251560,0
Люблинский парк,Люблино,ПИК,21.5,ст,3,2 кв 2024,Есть,5977000,3
Люблинский парк,Люблино,ПИК,19.7,1,10,2 кв 2024,Есть,5707090,94
Люблинский парк,Люблино,ПИК,32.1,1,11,2 кв 2024,Есть,7793880,4
Люблинский парк,Люблино,ПИК,58.8,2,14,2 кв 2024,Есть,11289600,0
Люблинский парк,Люблино,ПИК,32.0,1,11,2 кв 2024,Есть,7753600,4
Люблинский парк,Люблино,ПИК,19.7,ст,23,2 кв 2024,Есть,5633451,3
Люблинский парк,Люблино,ПИК,32.0,1,12,2 кв 2024,Есть,7779200,4
Люблинский парк,Люблино,ПИК,19.7,ст,13,2 кв 2024,Есть,5616470,3
Люблинский парк,Люблино,ПИК,21.5,ст,14,1 кв 2023,Есть,6003252,3
Люблинский парк,Люблино,ПИК,58.7,3,12,2 кв 2024,Есть,11346710,1
Люблинский парк,Люблино,ПИК,35.6,1,15,2 кв 2024,Есть,7970840,4
Люблинский парк,Люблино,ПИК,83.3,3,3,2 кв 2024,Есть,15168930,1
Люблинский парк,Люблино,ПИК,21.5,ст,10,2 кв 2024,Есть,6071600,3
Люблинский парк,Люблино,ПИК,23.2,ст,6,3 кв 2023,Есть,6412480,3
Люблинский парк,Люблино,ПИК,32.0,1,11,2 кв 2024,Есть,7772800,4
Люблинский парк,Люблино,ПИК,19.7,ст,6,2 кв 2024,Есть,5748460,3
Люблинский парк,Люблино,ПИК,35.6,1,10,2 кв 2024,Есть,8013560,4
Люблинский парк,Люблино,ПИК,33.8,1,3,2 кв 2024,Есть,7604999,4
Люблинский парк,Люблино,ПИК,32.0,1,13,2 кв 2024,Есть,8089200,4
Люблинский парк,Люблино,ПИК,54.8,2,13,2 кв 2024,Есть,10696960,0
Люблинский парк,Люблино,ПИК,21.5,ст,3,2 кв 2024,Есть,5979150,3
Люблинский парк,Люблино,ПИК,19.7,1,9,2 кв 2024,Есть,5776040,94
Люблинский парк,Люблино,ПИК,19.7,1,19,2 кв 2024,Есть,5586920,94
Люблинский парк,Люблино,ПИК,58.8,2,15,2 кв 2024,Есть,12248863,0
Люблинский парк,Люблино,ПИК,32.0,1,14,2 кв 2024,Есть,7587200,4
Люблинский парк,Люблино,ПИК,77.0,3,15,2 кв 2024,Есть,14522200,1
Люблинский парк,Люблино,ПИК,32.1,1,6,2 кв 2024,Есть,7793880,4
Люблинский парк,Люблино,ПИК,35.7,1,7,2 кв 2024,Есть,8064630,4
Люблинский парк,Люблино,ПИК,47.4,2,20,3 кв 2023,Есть,11071644,0
Люблинский парк,Люблино,ПИК,35.6,1,23,2 кв 2024,Есть,7611280,4
Люблинский парк,Люблино,ПИК,39.4,1,14,2 кв 2024,Есть,8833480,4
Люблинский парк,Люблино,ПИК,54.8,2,6,2 кв 2024,Есть,10992880,0
Люблинский парк,Люблино,ПИК,58.8,2,17,2 кв 2024,Есть,11242560,0
Люблинский парк,Люблино,ПИК,33.8,1,23,2 кв 2024,Есть,7601619,4
Люблинский парк,Люблино,ПИК,50.7,2,2,2 кв 2024,Есть,9921990,0
Люблинский парк,Люблино,ПИК,23.2,ст,4,3 кв 2023,Есть,6326524,3
Люблинский парк,Люблино,ПИК,21.5,ст,17,2 кв 2024,Есть,5953350,3
Люблинский парк,Люблино,ПИК,19.7,1,3,2 кв 2024,Есть,5510090,94
Люблинский парк,Люблино,ПИК,25.2,ст,7,2 кв 2024,Есть,7206241,3
Люблинский парк,Люблино,ПИК,35.6,1,25,3 кв 2023,Есть,8613847,4
Люблинский парк,Люблино,ПИК,19.7,1,16,2 кв 2024,Есть,5756340,94
Люблинский парк,Люблино,ПИК,32.1,1,21,3 кв 2023,Есть,7886970,4
Люблинский парк,Люблино,ПИК,35.6,1,18,2 кв 2024,Есть,7913880,4
Люблинский парк,Люблино,ПИК,35.7,1,8,3 кв 2023,Есть,8497719,4
Люблинский парк,Люблино,ПИК,35.8,1,15,2 кв 2024,Есть,7990559,4
Люблинский парк,Люблино,ПИК,33.8,1,7,2 кв 2024,Есть,7872019,4
Люблинский парк,Люблино,ПИК,54.7,2,9,3 кв 2023,Есть,11202560,0
Люблинский парк,Люблино,ПИК,33.8,1,18,2 кв 2024,Есть,7763859,4
Люблинский парк,Люблино,ПИК,48.8,2,22,2 кв 2024,Есть,10165040,0
Люблинский парк,Люблино,ПИК,33.8,1,25,2 кв 2024,Есть,7767239,4
Люблинский парк,Люблино,ПИК,26.9,ст,25,3 кв 2023,Есть,7335496,3
Люблинский парк,Люблино,ПИК,35.8,1,3,2 кв 2024,Есть,7893899,4
Люблинский парк,Люблино,ПИК,23.2,ст,8,3 кв 2023,Есть,6326524,3
Люблинский парк,Люблино,ПИК,32.0,1,15,2 кв 2024,Есть,7744000,4
Люблинский парк,Люблино,ПИК,35.6,1,14,3 кв 2023,Есть,8440760,4
Люблинский парк,Люблино,ПИК,35.6,1,17,2 кв 2024,Есть,7953040,4
Люблинский парк,Люблино,ПИК,35.8,1,15,2 кв 2024,Есть,8115859,4
Люблинский парк,Люблино,ПИК,48.8,2,9,2 кв 2024,Есть,10047920,0
Люблинский парк,Люблино,ПИК,23.2,ст,6,3 кв 2023,Есть,6412480,3
Люблинский парк,Люблино,ПИК,26.9,ст,6,3 кв 2023,Есть,6808390,3
Люблинский парк,Люблино,ПИК,54.7,2,23,3 кв 2023,Есть,12776770,0
Люблинский парк,Люблино,ПИК,59.6,2,12,2 кв 2024,Есть,11443200,0
Люблинский парк,Люблино,ПИК,35.6,1,14,2 кв 2024,Есть,7981520,4
Люблинский парк,Люблино,ПИК,35.6,1,2,2 кв 2024,Есть,7654000,4
Люблинский парк,Люблино,ПИК,48.8,2,10,2 кв 2024,Есть,10174800,0
Люблинский парк,Люблино,ПИК,32.1,1,14,2 кв 2024,Есть,7610910,4
Люблинский парк,Люблино,ПИК,19.7,1,11,2 кв 2024,Есть,5705120,94
Люблинский парк,Люблино,ПИК,59.7,2,8,1 кв 2023,Есть,14151288,0
Люблинский парк,Люблино,ПИК,77.4,3,9,2 кв 2024,Есть,15069780,1
Люблинский парк,Люблино,ПИК,60.5,2,24,2 кв 2024,Есть,11234850,0
Люблинский парк,Люблино,ПИК,32.0,1,4,2 кв 2024,Есть,7680000,4
Люблинский парк,Люблино,ПИК,33.8,1,22,2 кв 2024,Есть,7621899,4
Люблинский парк,Люблино,ПИК,19.7,1,17,2 кв 2024,Есть,6045930,94
Люблинский парк,Люблино,ПИК,50.6,2,3,2 кв 2024,Есть,10049160,0
Люблинский парк,Люблино,ПИК,19.7,1,25,2 кв 2024,Есть,5703150,94
Люблинский парк,Люблино,ПИК,32.0,1,14,2 кв 2024,Есть,7507200,4
Люблинский парк,Люблино,ПИК,48.8,2,18,2 кв 2024,Есть,9930800,0
Люблинский парк,Люблино,ПИК,32.1,1,10,3 кв 2023,Есть,8018580,4
Люблинский парк,Люблино,ПИК,33.8,1,3,2 кв 2024,Есть,7777379,4
Люблинский парк,Люблино,ПИК,23.2,ст,15,3 кв 2023,Есть,6326524,3
Люблинский парк,Люблино,ПИК,59.7,2,18,1 кв 2023,Есть,13533990,0
Люблинский парк,Люблино,ПИК,54.7,2,11,3 кв 2023,Есть,11908190,0
Люблинский парк,Люблино,ПИК,32.1,1,2,2 кв 2024,Есть,7386210,4
Люблинский парк,Люблино,ПИК,71.7,3,6,3 кв 2023,Есть,14755860,1
Люблинский парк,Люблино,ПИК,25.2,ст,9,2 кв 2024,Есть,6647760,3
Люблинский парк,Люблино,ПИК,44.6,1,5,2 кв 2024,Есть,9490880,4
Люблинский парк,Люблино,ПИК,35.8,1,3,2 кв 2024,Есть,7768599,4
Люблинский парк,Люблино,ПИК,32.0,1,2,2 кв 2024,Есть,7372800,4
Люблинский парк,Люблино,ПИК,33.8,1,24,2 кв 2024,Есть,7618519,4
Люблинский парк,Люблино,ПИК,19.7,ст,19,2 кв 2024,Есть,5606620,3
Люблинский парк,Люблино,ПИК,32.0,1,3,2 кв 2024,Есть,7398400,4
Люблинский парк,Люблино,ПИК,35.7,1,10,2 кв 2024,Есть,8064630,4
Люблинский парк,Люблино,ПИК,48.8,2,7,2 кв 2024,Есть,10272400,0
Люблинский парк,Люблино,ПИК,35.6,1,5,3 кв 2023,Есть,8679280,4
Люблинский парк,Люблино,ПИК,19.7,ст,16,2 кв 2024,Есть,5693300,3
Люблинский парк,Люблино,ПИК,33.9,1,6,1 кв 2023,Есть,8597040,4
Люблинский парк,Люблино,ПИК,19.7,1,15,2 кв 2024,Есть,5683450,94
Люблинский парк,Люблино,ПИК,59.6,2,3,2 кв 2024,Есть,10966400,0
Люблинский парк,Люблино,ПИК,59.6,2,6,2 кв 2024,Есть,11496840,0
Люблинский парк,Люблино,ПИК,33.8,1,21,2 кв 2024,Есть,7604999,4
Люблинский парк,Люблино,ПИК,47.4,2,10,3 кв 2023,Есть,10380600,0
Люблинский парк,Люблино,ПИК,33.8,1,2,2 кв 2024,Есть,7473179,4
Люблинский парк,Люблино,ПИК,60.5,2,17,2 кв 2024,Есть,11301400,0
Люблинский парк,Люблино,ПИК,60.5,2,13,2 кв 2024,Есть,11367950,0
Люблинский парк,Люблино,ПИК,33.9,1,15,2 кв 2024,Есть,7847850,4
Люблинский парк,Люблино,ПИК,32.0,1,11,2 кв 2024,Есть,7689600,4
Люблинский парк,Люблино,ПИК,59.6,2,2,2 кв 2024,Есть,10847200,0
Люблинский парк,Люблино,ПИК,33.8,1,20,2 кв 2024,Есть,7689499,4
Люблинский парк,Люблино,ПИК,35.7,1,3,2 кв 2024,Есть,7768320,4
Люблинский парк,Люблино,ПИК,33.8,1,16,2 кв 2024,Есть,7770619,4
Люблинский парк,Люблино,ПИК,60.5,2,10,2 кв 2024,Есть,11609950,0
Люблинский парк,Люблино,ПИК,19.7,1,21,2 кв 2024,Есть,5255960,94
Люблинский парк,Люблино,ПИК,31.8,1,2,2 кв 2024,Есть,7215420,4
Люблинский парк,Люблино,ПИК,60.5,2,21,2 кв 2024,Есть,11259050,0
Люблинский парк,Люблино,ПИК,19.7,1,25,2 кв 2024,Есть,5575100,94
Люблинский парк,Люблино,ПИК,21.5,ст,10,2 кв 2024,Есть,5998500,3
Люблинский парк,Люблино,ПИК,35.6,1,24,2 кв 2024,Есть,7785720,4
Люблинский парк,Люблино,ПИК,43.1,1,9,3 кв 2023,Есть,9296670,4
Люблинский парк,Люблино,ПИК,21.5,ст,23,2 кв 2024,Есть,5918950,3
Люблинский парк,Люблино,ПИК,54.4,2,12,2 кв 2024,Есть,10678720,0
Люблинский парк,Люблино,ПИК,48.8,2,9,2 кв 2024,Есть,10047920,0
Люблинский парк,Люблино,ПИК,21.5,ст,4,2 кв 2024,Есть,6022150,3
Люблинский парк,Люблино,ПИК,32.0,1,14,2 кв 2024,Есть,7580800,4
Люблинский парк,Люблино,ПИК,48.8,2,15,2 кв 2024,Есть,9960080,0
Люблинский парк,Люблино,ПИК,48.8,2,2,2 кв 2024,Есть,9706320,0
Люблинский парк,Люблино,ПИК,23.2,ст,10,3 кв 2023,Есть,6507600,3
Люблинский парк,Люблино,ПИК,35.6,1,2,2 кв 2024,Есть,7632640,4
Люблинский парк,Люблино,ПИК,35.6,1,6,2 кв 2024,Есть,7938800,4
Люблинский парк,Люблино,ПИК,35.8,1,11,2 кв 2024,Есть,7972659,4
Люблинский парк,Люблино,ПИК,25.2,ст,2,2 кв 2024,Есть,6287400,3
Люблинский парк,Люблино,ПИК,57.7,2,8,2 кв 2024,Есть,11049550,0
Люблинский парк,Люблино,ПИК,19.7,1,14,2 кв 2024,Есть,5297330,94
Люблинский парк,Люблино,ПИК,33.9,1,24,2 кв 2024,Есть,7590210,4
Люблинский парк,Люблино,ПИК,35.7,1,14,2 кв 2024,Есть,7886130,4
Люблинский парк,Люблино,ПИК,47.4,2,18,3 кв 2023,Есть,10718230,0
Люблинский парк,Люблино,ПИК,35.6,1,7,3 кв 2023,Есть,8309040,4
Люблинский парк,Люблино,ПИК,21.5,ст,6,2 кв 2024,Есть,6043650,3
Люблинский парк,Люблино,ПИК,21.5,ст,24,2 кв 2024,Есть,5918950,3
Люблинский парк,Люблино,ПИК,32.1,1,2,3 кв 2023,Есть,7395807,4
Люблинский парк,Люблино,ПИК,19.7,ст,15,2 кв 2024,Есть,5630260,3
Люблинский парк,Люблино,ПИК,35.6,1,21,2 кв 2024,Есть,7799960,4
Люблинский парк,Люблино,ПИК,33.8,1,25,2 кв 2024,Есть,7574579,4
Люблинский парк,Люблино,ПИК,33.8,1,2,2 кв 2024,Есть,7490079,4
Люблинский парк,Люблино,ПИК,35.7,1,15,3 кв 2023,Есть,8575140,4
Люблинский парк,Люблино,ПИК,54.8,2,2,2 кв 2024,Есть,10406520,0
Люблинский парк,Люблино,ПИК,32.0,1,24,1 кв 2023,Есть,8067200,4
Люблинский парк,Люблино,ПИК,44.6,1,2,2 кв 2024,Есть,9165300,4
Люблинский парк,Люблино,ПИК,59.6,2,6,2 кв 2024,Есть,11234600,0
Люблинский парк,Люблино,ПИК,39.4,1,5,2 кв 2024,Есть,8742860,4
Люблинский парк,Люблино,ПИК,47.5,2,21,1 кв 2023,Есть,10901250,0
Люблинский парк,Люблино,ПИК,50.6,2,21,2 кв 2024,Есть,10089640,0
Люблинский парк,Люблино,ПИК,59.6,2,14,2 кв 2024,Есть,11127320,0
Люблинский парк,Люблино,ПИК,71.7,3,10,3 кв 2023,Есть,14461890,1
Люблинский парк,Люблино,ПИК,35.6,1,21,3 кв 2023,Есть,8088320,4
Люблинский парк,Люблино,ПИК,35.7,1,4,3 кв 2023,Есть,8271690,4
Люблинский парк,Люблино,ПИК,33.8,1,24,2 кв 2024,Есть,7611759,4
Люблинский парк,Люблино,ПИК,33.8,1,17,2 кв 2024,Есть,7652319,4
Люблинский парк,Люблино,ПИК,54.8,2,23,2 кв 2024,Есть,10570920,0
Люблинский парк,Люблино,ПИК,19.7,1,24,2 кв 2024,Есть,5567220,94
Люблинский парк,Люблино,ПИК,21.5,ст,15,1 кв 2023,Есть,6376900,3
Люблинский парк,Люблино,ПИК,35.6,1,8,2 кв 2024,Есть,7931680,4
Люблинский парк,Люблино,ПИК,47.4,2,22,3 кв 2023,Есть,10718230,0
Люблинский парк,Люблино,ПИК,19.7,1,12,2 кв 2024,Есть,5657840,94
Люблинский парк,Люблино,ПИК,55.9,2,10,2 кв 2024,Есть,11045840,0
Люблинский парк,Люблино,ПИК,33.8,1,23,2 кв 2024,Есть,7601619,4
Люблинский парк,Люблино,ПИК,35.6,1,9,1 кв 2023,Есть,8679280,4
Люблинский парк,Люблино,ПИК,47.4,2,14,3 кв 2023,Есть,10702920,0
Люблинский парк,Люблино,ПИК,35.6,1,9,3 кв 2023,Есть,8679280,4
Люблинский парк,Люблино,ПИК,47.5,2,25,1 кв 2023,Есть,10502250,0
Люблинский парк,Люблино,ПИК,43.1,1,7,3 кв 2023,Есть,9197540,4
Люблинский парк,Люблино,ПИК,71.7,3,25,3 кв 2023,Есть,14479098,1
Люблинский парк,Люблино,ПИК,35.7,1,6,2 кв 2024,Есть,7950390,4
Люблинский парк,Люблино,ПИК,58.8,2,10,2 кв 2024,Есть,11119080,0
Люблинский парк,Люблино,ПИК,55.9,2,8,2 кв 2024,Есть,11079380,0
Люблинский парк,Люблино,ПИК,35.6,1,24,2 кв 2024,Есть,7764360,4
Люблинский парк,Люблино,ПИК,58.8,2,3,2 кв 2024,Есть,10731000,0
Люблинский парк,Люблино,ПИК,26.9,ст,9,3 кв 2023,Есть,6733070,3
Люблинский парк,Люблино,ПИК,35.8,1,13,2 кв 2024,Есть,7926119,4
Люблинский парк,Люблино,ПИК,26.9,ст,15,3 кв 2023,Есть,6741140,3
Люблинский парк,Люблино,ПИК,43.1,1,10,3 кв 2023,Есть,9253570,4
Люблинский парк,Люблино,ПИК,47.4,2,17,3 кв 2023,Есть,9930300,0
Люблинский парк,Люблино,ПИК,57.7,2,4,2 кв 2024,Есть,10887990,0
Люблинский парк,Люблино,ПИК,58.8,2,2,2 кв 2024,Есть,10783920,0
Люблинский парк,Люблино,ПИК,19.7,1,20,2 кв 2024,Есть,4460040,94
Люблинский парк,Люблино,ПИК,55.9,2,15,2 кв 2024,Есть,10939630,0
Люблинский парк,Люблино,ПИК,58.8,2,5,2 кв 2024,Есть,11142600,0
Люблинский парк,Люблино,ПИК,31.8,1,11,2 кв 2024,Есть,7504800,4
Люблинский парк,Люблино,ПИК,31.8,1,11,2 кв 2024,Есть,7504800,4
Люблинский парк,Люблино,ПИК,32.0,1,5,2 кв 2024,Есть,7622400,4
Люблинский парк,Люблино,ПИК,32.1,1,3,2 кв 2024,Есть,7514610,4
Люблинский парк,Люблино,ПИК,55.9,2,3,2 кв 2024,Есть,10760750,0
Люблинский парк,Люблино,ПИК,19.7,1,3,2 кв 2024,Есть,5638140,94
Люблинский парк,Люблино,ПИК,32.0,1,2,2 кв 2024,Есть,7363200,4
Люблинский парк,Люблино,ПИК,58.7,2,22,2 кв 2024,Есть,11029730,0
Люблинский парк,Люблино,ПИК,19.7,ст,3,2 кв 2024,Есть,5555400,3
Люблинский парк,Люблино,ПИК,48.8,2,3,2 кв 2024,Есть,9803920,0
Люблинский парк,Люблино,ПИК,19.7,1,3,2 кв 2024,Есть,5525850,94
Люблинский парк,Люблино,ПИК,35.7,1,7,2 кв 2024,Есть,7950390,4
Люблинский парк,Люблино,ПИК,31.8,1,14,2 кв 2024,Есть,7431660,4
Люблинский парк,Люблино,ПИК,35.7,1,16,3 кв 2023,Есть,8159520,4
Люблинский парк,Люблино,ПИК,33.8,1,18,2 кв 2024,Есть,7648939,4
Люблинский парк,Люблино,ПИК,57.7,2,3,2 кв 2024,Есть,10732200,0
Люблинский парк,Люблино,ПИК,48.8,2,13,2 кв 2024,Есть,9940560,0
Люблинский парк,Люблино,ПИК,19.7,1,6,2 кв 2024,Есть,5642080,94
Люблинский парк,Люблино,ПИК,33.9,1,14,3 кв 2023,Есть,8010570,4
Люблинский парк,Люблино,ПИК,47.5,2,6,1 кв 2023,Есть,10659000,0
Люблинский парк,Люблино,ПИК,33.9,1,3,2 кв 2024,Есть,7576650,4
Люблинский парк,Люблино,ПИК,50.6,2,23,2 кв 2024,Есть,10155420,0
Люблинский парк,Люблино,ПИК,54.8,2,24,2 кв 2024,Есть,10554480,0
Люблинский парк,Люблино,ПИК,23.2,ст,10,3 кв 2023,Есть,6507600,3
Люблинский парк,Люблино,ПИК,33.8,1,11,2 кв 2024,Есть,7713159,4
Люблинский парк,Люблино,ПИК,33.9,1,20,3 кв 2023,Есть,7810526,4
Люблинский парк,Люблино,ПИК,42.9,1,25,1 кв 2023,Есть,9459450,4
Люблинский парк,Люблино,ПИК,71.7,3,4,3 кв 2023,Есть,14479098,1
Люблинский парк,Люблино,ПИК,60.5,2,6,2 кв 2024,Есть,11380050,0
Люблинский парк,Люблино,ПИК,54.7,2,18,3 кв 2023,Есть,12368928,0
Люблинский парк,Люблино,ПИК,33.8,1,7,2 кв 2024,Есть,7760479,4
Люблинский парк,Люблино,ПИК,26.9,ст,12,3 кв 2023,Есть,7023590,3
Люблинский парк,Люблино,ПИК,32.0,1,25,3 кв 2023,Есть,7899810,4
Люблинский парк,Люблино,ПИК,33.8,1,6,2 кв 2024,Есть,7730059,4
Люблинский парк,Люблино,ПИК,21.5,ст,6,3 кв 2023,Есть,5610296,3
Люблинский парк,Люблино,ПИК,35.8,1,12,2 кв 2024,Есть,7893899,4
Люблинский парк,Люблино,ПИК,35.6,1,8,2 кв 2024,Есть,7967280,4
Люблинский парк,Люблино,ПИК,32.1,1,2,1 кв 2023,Есть,8480820,4
Люблинский парк,Люблино,ПИК,35.6,1,8,3 кв 2023,Есть,8355320,4
Люблинский парк,Люблино,ПИК,33.9,1,14,3 кв 2023,Есть,8010570,4
Люблинский парк,Люблино,ПИК,35.7,1,20,3 кв 2021,Есть,8191257,4
Люблинский парк,Люблино,ПИК,77.0,3,7,2 кв 2024,Есть,14637700,1
Люблинский парк,Люблино,ПИК,54.8,2,19,2 кв 2024,Есть,10592840,0
Люблинский парк,Люблино,ПИК,54.8,2,12,2 кв 2024,Есть,10718880,0
Люблинский парк,Люблино,ПИК,19.7,1,12,2 кв 2024,Есть,5309150,94
Люблинский парк,Люблино,ПИК,35.6,1,9,2 кв 2024,Есть,7970840,4
Люблинский парк,Люблино,ПИК,71.7,3,13,3 кв 2023,Есть,14479098,1
Люблинский парк,Люблино,ПИК,48.8,2,5,2 кв 2024,Есть,9823440,0
Люблинский парк,Люблино,ПИК,61.4,2,14,3 кв 2023,Есть,12237020,0
Люблинский парк,Люблино,ПИК,58.8,2,22,2 кв 2024,Есть,10772160,0
Люблинский парк,Люблино,ПИК,50.7,2,9,2 кв 2024,Есть,10489830,0
Люблинский парк,Люблино,ПИК,60.5,2,11,2 кв 2024,Есть,11380050,0
Люблинский парк,Люблино,ПИК,32.1,1,4,2 кв 2024,Есть,7617330,4
Люблинский парк,Люблино,ПИК,50.7,2,4,2 кв 2024,Есть,10342800,0
Люблинский парк,Люблино,ПИК,54.7,2,21,3 кв 2023,Есть,11082220,0
Люблинский парк,Люблино,ПИК,35.6,1,14,2 кв 2024,Есть,7710960,4
Люблинский парк,Люблино,ПИК,33.9,1,12,2 кв 2024,Есть,7671570,4
Люблинский парк,Люблино,ПИК,33.8,1,16,2 кв 2024,Есть,7648939,4
Люблинский парк,Люблино,ПИК,23.2,ст,11,3 кв 2023,Есть,6264000,3
Люблинский парк,Люблино,ПИК,35.6,1,13,1 кв 2023,Есть,8665040,4
Люблинский парк,Люблино,ПИК,43.1,1,8,3 кв 2023,Есть,9930196,4
Люблинский парк,Люблино,ПИК,42.9,1,18,1 кв 2023,Есть,9403680,4
Люблинский парк,Люблино,ПИК,35.7,1,9,3 кв 2023,Есть,8679279,4
Люблинский парк,Люблино,ПИК,61.4,2,4,3 кв 2023,Есть,13883951,0
Люблинский парк,Люблино,ПИК,35.7,1,12,3 кв 2023,Есть,8148839,4
Люблинский парк,Люблино,ПИК,19.7,1,6,2 кв 2024,Есть,5685420,94
Люблинский парк,Люблино,ПИК,33.9,1,16,3 кв 2023,Есть,7847850,4
Люблинский парк,Люблино,ПИК,21.5,ст,12,2 кв 2024,Есть,5981300,3
Люблинский парк,Люблино,ПИК,21.5,ст,9,3 кв 2023,Есть,5901750,3
Люблинский парк,Люблино,ПИК,35.6,1,5,3 кв 2023,Есть,8679280,4
Люблинский парк,Люблино,ПИК,31.8,1,8,2 кв 2024,Есть,7533420,4
Люблинский парк,Люблино,ПИК,50.6,2,7,2 кв 2024,Есть,10104820,0
Люблинский парк,Люблино,ПИК,58.8,2,11,2 кв 2024,Есть,10901520,0
Люблинский парк,Люблино,ПИК,32.0,1,15,3 кв 2023,Есть,7973640,4
Люблинский парк,Люблино,ПИК,35.7,1,10,2 кв 2022,Есть,9093325,4
Люблинский парк,Люблино,ПИК,59.6,2,5,2 кв 2024,Есть,11210760,0
Люблинский парк,Люблино,ПИК,50.6,2,13,2 кв 2024,Есть,10175660,0
Люблинский парк,Люблино,ПИК,33.8,1,12,2 кв 2024,Есть,7547539,4
Люблинский парк,Люблино,ПИК,35.6,1,9,3 кв 2023,Есть,8679280,4
Люблинский парк,Люблино,ПИК,48.8,2,12,2 кв 2024,Есть,9764880,0
Люблинский парк,Люблино,ПИК,54.7,2,17,3 кв 2023,Есть,12368928,0
Люблинский парк,Люблино,ПИК,54.8,2,10,2 кв 2024,Есть,10696960,0
Люблинский парк,Люблино,ПИК,32.1,1,15,3 кв 2023,Есть,7973640,4
Люблинский парк,Люблино,ПИК,33.6,1,19,3 кв 2021,Есть,7709418,4
Люблинский парк,Люблино,ПИК,21.5,ст,13,2 кв 2024,Есть,5981300,3
Люблинский парк,Люблино,ПИК,48.8,2,6,2 кв 2024,Есть,10004000,0
Люблинский парк,Люблино,ПИК,23.2,ст,14,3 кв 2023,Есть,6229200,3
Люблинский парк,Люблино,ПИК,58.7,3,5,2 кв 2024,Есть,11804570,1
Люблинский парк,Люблино,ПИК,32.0,1,10,2 кв 2024,Есть,7452800,4
Люблинский парк,Люблино,ПИК,50.6,2,19,2 кв 2024,Есть,9942900,0
Люблинский парк,Люблино,ПИК,54.8,2,23,2 кв 2024,Есть,10373640,0
Люблинский парк,Люблино,ПИК,35.7,1,11,2 кв 2024,Есть,7807590,4
Люблинский парк,Люблино,ПИК,19.8,ст,15,3 кв 2021,Есть,4543050,3
Люблинский парк,Люблино,ПИК,26.9,ст,2,3 кв 2023,Есть,6512490,3
Люблинский парк,Люблино,ПИК,60.5,2,14,2 кв 2024,Есть,11059400,0
Люблинский парк,Люблино,ПИК,19.7,1,10,2 кв 2024,Есть,5642080,94
Люблинский парк,Люблино,ПИК,54.2,2,8,2 кв 2024,Есть,10547320,0
Люблинский парк,Люблино,ПИК,23.2,ст,22,3 кв 2023,Есть,6053900,3
Люблинский парк,Люблино,ПИК,33.8,1,13,2 кв 2024,Есть,7547539,4
Люблинский парк,Люблино,ПИК,33.8,1,19,2 кв 2024,Есть,7486699,4
Люблинский парк,Люблино,ПИК,71.7,3,4,1 кв 2023,Есть,14569440,1
Люблинский парк,Люблино,ПИК,35.7,1,25,3 кв 2023,Есть,8000405,4
Люблинский парк,Люблино,ПИК,35.7,1,7,2 кв 2022,Есть,9293102,4
Люблинский парк,Люблино,ПИК,35.7,1,14,3 кв 2023,Есть,8136030,4
Люблинский парк,Люблино,ПИК,54.7,2,9,3 кв 2023,Есть,11202560,0
Люблинский парк,Люблино,ПИК,19.7,1,4,2 кв 2024,Есть,4390853,94
Люблинский парк,Люблино,ПИК,88.3,3,9,2 кв 2024,Есть,15814530,1
Люблинский парк,Люблино,ПИК,35.8,1,18,2 кв 2024,Есть,7700579,4
Люблинский парк,Люблино,ПИК,43.1,1,11,3 кв 2023,Есть,9094100,4
Люблинский парк,Люблино,ПИК,33.8,1,14,2 кв 2024,Есть,7530639,4
Люблинский парк,Люблино,ПИК,21.5,ст,2,1 кв 2023,Есть,6103850,3
Люблинский парк,Люблино,ПИК,33.9,1,14,1 кв 2023,Есть,8142780,4
Люблинский парк,Люблино,ПИК,19.7,1,7,2 кв 2024,Есть,5419470,94
Люблинский парк,Люблино,ПИК,35.6,1,10,3 кв 2023,Есть,8159520,4
Люблинский парк,Люблино,ПИК,47.5,2,2,1 кв 2023,Есть,10383500,0
Люблинский парк,Люблино,ПИК,77.4,3,5,2 кв 2024,Есть,14272560,1
Люблинский парк,Люблино,ПИК,23.2,ст,25,3 кв 2023,Есть,5967852,3
Люблинский парк,Люблино,ПИК,21.5,ст,19,2 кв 2024,Есть,5691050,3
Люблинский парк,Люблино,ПИК,32.0,1,5,2 кв 2024,Есть,7484800,4
Люблинский парк,Люблино,ПИК,32.0,1,5,2 кв 2024,Есть,7484800,4
